Joel,5,157,80,-402,removed,2014-09-09 15:36:58.38,0
eca,160,105,77,-782,removed,2019-04-29 16:25:43.696,0
eca,160,105,77,-782,removed,2019-04-29 16:25:45.163,0
eca,160,105,77,-782,removed,2019-04-29 16:25:45.606,0
eca,1,105,76,-782,removed,2019-04-29 16:25:45.608,0
eca,1,105,76,-783,removed,2019-04-29 16:25:45.665,0
eca,12,79,77,-827,removed,2019-04-29 17:38:46.219,0
eca,12,79,77,-827,removed,2019-04-29 17:38:46.793,0
